t;Ep;Ec;Em;
7.39;-13.6;1.73;-11.8;
7.39;-13.6;1.73;-11.8;
7.39;-13.6;1.74;-11.8;
7.39;-13.6;1.74;-11.8;
7.39;-13.6;1.74;-11.8;
7.4;-13.6;1.74;-11.8;
7.4;-13.6;1.75;-11.8;
7.4;-13.6;1.75;-11.8;
7.4;-13.6;1.75;-11.8;
7.4;-13.6;1.76;-11.8;
7.4;-13.6;1.76;-11.8;
7.4;-13.6;1.76;-11.8;
7.4;-13.6;1.76;-11.8;
7.4;-13.6;1.77;-11.8;
7.4;-13.6;1.77;-11.8;
7.41;-13.6;1.77;-11.8;
7.41;-13.6;1.78;-11.8;
7.41;-13.6;1.78;-11.8;
7.41;-13.6;1.78;-11.8;
7.41;-13.6;1.79;-11.8;
7.41;-13.6;1.79;-11.8;
7.41;-13.6;1.79;-11.8;
7.41;-13.6;1.79;-11.8;
7.41;-13.6;1.8;-11.8;
7.41;-13.6;1.8;-11.8;
7.42;-13.6;1.8;-11.8;
7.42;-13.6;1.81;-11.8;
7.42;-13.7;1.81;-11.8;
7.42;-13.7;1.81;-11.8;
7.42;-13.7;1.82;-11.8;
7.42;-13.7;1.82;-11.8;
7.42;-13.7;1.82;-11.8;
7.42;-13.7;1.83;-11.8;
7.42;-13.7;1.83;-11.8;
7.42;-13.7;1.83;-11.8;
7.43;-13.7;1.84;-11.8;
7.43;-13.7;1.84;-11.8;
7.43;-13.7;1.84;-11.8;
7.43;-13.7;1.85;-11.8;
7.43;-13.7;1.85;-11.8;
7.43;-13.7;1.85;-11.8;
7.43;-13.7;1.85;-11.8;
7.43;-13.7;1.86;-11.8;
7.43;-13.7;1.86;-11.8;
7.43;-13.7;1.86;-11.8;
7.44;-13.7;1.87;-11.8;
7.44;-13.7;1.87;-11.8;
7.44;-13.7;1.87;-11.8;
7.44;-13.7;1.88;-11.8;
7.44;-13.7;1.88;-11.8;
7.44;-13.7;1.88;-11.8;
7.44;-13.7;1.89;-11.8;
7.44;-13.7;1.89;-11.8;
7.44;-13.7;1.89;-11.8;
7.44;-13.7;1.9;-11.8;
7.45;-13.7;1.9;-11.8;
7.45;-13.7;1.9;-11.8;
7.45;-13.7;1.91;-11.8;
7.45;-13.8;1.91;-11.8;
7.45;-13.8;1.91;-11.8;
7.45;-13.8;1.92;-11.8;
7.45;-13.8;1.92;-11.8;
7.45;-13.8;1.92;-11.8;
7.45;-13.8;1.93;-11.8;
7.45;-13.8;1.93;-11.8;
7.46;-13.8;1.93;-11.8;
7.46;-13.8;1.94;-11.8;
7.46;-13.8;1.94;-11.8;
7.46;-13.8;1.94;-11.8;
7.46;-13.8;1.95;-11.8;
7.46;-13.8;1.95;-11.8;
7.46;-13.8;1.95;-11.8;
7.46;-13.8;1.96;-11.8;
7.46;-13.8;1.96;-11.8;
7.46;-13.8;1.96;-11.8;
7.47;-13.8;1.97;-11.8;
7.47;-13.8;1.97;-11.8;
7.47;-13.8;1.97;-11.8;
7.47;-13.8;1.98;-11.8;
7.47;-13.8;1.98;-11.8;
7.47;-13.8;1.98;-11.8;
7.47;-13.8;1.99;-11.8;
7.47;-13.8;1.99;-11.8;
7.47;-13.8;1.99;-11.8;
7.47;-13.8;2;-11.8;
7.48;-13.8;2;-11.8;
7.48;-13.8;2;-11.8;
7.48;-13.8;2.01;-11.8;
7.48;-13.9;2.01;-11.8;
7.48;-13.9;2.01;-11.8;
7.48;-13.9;2.01;-11.8;
7.48;-13.9;2.02;-11.8;
7.48;-13.9;2.02;-11.8;
7.48;-13.9;2.02;-11.8;
7.48;-13.9;2.03;-11.8;
7.49;-13.9;2.03;-11.8;
7.49;-13.9;2.03;-11.8;
7.49;-13.9;2.04;-11.8;
7.49;-13.9;2.04;-11.8;
7.49;-13.9;2.04;-11.8;
7.49;-13.9;2.05;-11.8;
7.49;-13.9;2.05;-11.8;
7.49;-13.9;2.05;-11.8;
7.49;-13.9;2.05;-11.8;
7.49;-13.9;2.06;-11.8;
7.5;-13.9;2.06;-11.8;
7.5;-13.9;2.06;-11.8;
7.5;-13.9;2.07;-11.8;
7.5;-13.9;2.07;-11.8;
7.5;-13.9;2.07;-11.8;
7.5;-13.9;2.07;-11.8;
7.5;-13.9;2.08;-11.8;
7.5;-13.9;2.08;-11.8;
7.5;-13.9;2.08;-11.8;
7.5;-13.9;2.08;-11.8;
7.51;-13.9;2.09;-11.8;
7.51;-13.9;2.09;-11.8;
7.51;-13.9;2.09;-11.8;
7.51;-13.9;2.09;-11.8;
7.51;-13.9;2.1;-11.8;
7.51;-13.9;2.1;-11.8;
7.51;-13.9;2.1;-11.8;
7.51;-13.9;2.1;-11.8;
7.51;-13.9;2.11;-11.8;
7.51;-14;2.11;-11.8;
7.52;-14;2.11;-11.8;
7.52;-14;2.11;-11.8;
7.52;-14;2.12;-11.8;
7.52;-14;2.12;-11.8;
7.52;-14;2.12;-11.8;
7.52;-14;2.12;-11.8;
7.52;-14;2.12;-11.8;
7.52;-14;2.13;-11.8;
7.52;-14;2.13;-11.8;
7.52;-14;2.13;-11.8;
7.53;-14;2.13;-11.8;
7.53;-14;2.13;-11.8;
7.53;-14;2.13;-11.8;
7.53;-14;2.14;-11.8;
7.53;-14;2.14;-11.8;
7.53;-14;2.14;-11.8;
7.53;-14;2.14;-11.8;
7.53;-14;2.14;-11.8;
7.53;-14;2.14;-11.8;
7.53;-14;2.15;-11.8;
7.54;-14;2.15;-11.8;
7.54;-14;2.15;-11.8;
7.54;-14;2.15;-11.8;
7.54;-14;2.15;-11.8;
7.54;-14;2.15;-11.8;
7.54;-14;2.15;-11.8;
7.54;-14;2.16;-11.8;
7.54;-14;2.16;-11.8;
7.54;-14;2.16;-11.8;
7.54;-14;2.16;-11.8;
7.55;-14;2.16;-11.8;
7.55;-14;2.16;-11.8;
7.55;-14;2.16;-11.8;
7.55;-14;2.16;-11.8;
7.55;-14;2.16;-11.8;
7.55;-14;2.16;-11.8;
7.55;-14;2.16;-11.8;
7.55;-14;2.16;-11.8;
7.55;-14;2.16;-11.8;
7.55;-14;2.16;-11.8;
7.56;-14;2.16;-11.8;
7.56;-14;2.17;-11.8;
7.56;-14;2.17;-11.8;
7.56;-14;2.17;-11.8;
7.56;-14;2.17;-11.8;
7.56;-14;2.17;-11.8;
7.56;-14;2.17;-11.8;
7.56;-14;2.17;-11.8;
7.56;-14;2.16;-11.8;
7.56;-14;2.16;-11.8;
7.57;-14;2.16;-11.8;
7.57;-14;2.16;-11.8;
7.57;-14;2.16;-11.8;
7.57;-14;2.16;-11.8;
7.57;-14;2.16;-11.8;
7.57;-14;2.16;-11.8;
7.57;-14;2.16;-11.8;
7.57;-14;2.16;-11.8;
7.57;-14;2.16;-11.8;
7.57;-14;2.16;-11.8;
7.58;-14;2.16;-11.8;
7.58;-14;2.16;-11.8;
7.58;-14;2.15;-11.8;
7.58;-14;2.15;-11.8;
7.58;-14;2.15;-11.8;
7.58;-14;2.15;-11.8;
7.58;-14;2.15;-11.8;
7.58;-14;2.15;-11.8;
7.58;-14;2.14;-11.8;
7.58;-14;2.14;-11.8;
7.59;-14;2.14;-11.8;
7.59;-14;2.14;-11.8;
7.59;-14;2.14;-11.8;
7.59;-14;2.13;-11.8;
7.59;-14;2.13;-11.8;
7.59;-14;2.13;-11.8;
7.59;-14;2.13;-11.8;
7.59;-14;2.13;-11.8;
7.59;-14;2.12;-11.8;
7.59;-14;2.12;-11.8;
7.6;-14;2.12;-11.8;
7.6;-14;2.11;-11.8;
7.6;-14;2.11;-11.8;
7.6;-14;2.11;-11.8;
7.6;-13.9;2.11;-11.8;
7.6;-13.9;2.1;-11.8;
7.6;-13.9;2.1;-11.8;
7.6;-13.9;2.1;-11.8;
7.6;-13.9;2.09;-11.8;
7.6;-13.9;2.09;-11.8;
7.61;-13.9;2.09;-11.8;
7.61;-13.9;2.08;-11.8;
7.61;-13.9;2.08;-11.8;
7.61;-13.9;2.07;-11.8;
7.61;-13.9;2.07;-11.8;
7.61;-13.9;2.07;-11.8;
7.61;-13.9;2.06;-11.8;
7.61;-13.9;2.06;-11.8;
7.61;-13.9;2.05;-11.8;
7.61;-13.9;2.05;-11.8;
7.62;-13.9;2.04;-11.8;
7.62;-13.9;2.04;-11.8;
7.62;-13.9;2.04;-11.8;
7.62;-13.9;2.03;-11.8;
7.62;-13.9;2.03;-11.8;
7.62;-13.9;2.02;-11.8;
7.62;-13.9;2.02;-11.8;
7.62;-13.9;2.01;-11.8;
7.62;-13.8;2.01;-11.8;
7.62;-13.8;2;-11.8;
7.63;-13.8;2;-11.8;
7.63;-13.8;1.99;-11.8;
7.63;-13.8;1.98;-11.8;
7.63;-13.8;1.98;-11.8;
7.63;-13.8;1.97;-11.8;
7.63;-13.8;1.97;-11.8;
7.63;-13.8;1.96;-11.8;
7.63;-13.8;1.96;-11.8;
7.63;-13.8;1.95;-11.8;
7.63;-13.8;1.94;-11.8;
7.64;-13.8;1.94;-11.8;
7.64;-13.8;1.93;-11.8;
7.64;-13.8;1.93;-11.8;
7.64;-13.8;1.92;-11.8;
7.64;-13.8;1.91;-11.8;
7.64;-13.7;1.91;-11.8;
7.64;-13.7;1.9;-11.8;
7.64;-13.7;1.89;-11.8;
7.64;-13.7;1.89;-11.8;
7.64;-13.7;1.88;-11.8;
7.65;-13.7;1.87;-11.8;
7.65;-13.7;1.87;-11.8;
7.65;-13.7;1.86;-11.8;
7.65;-13.7;1.85;-11.8;
7.65;-13.7;1.84;-11.8;
7.65;-13.7;1.84;-11.8;
7.65;-13.7;1.83;-11.8;
7.65;-13.7;1.82;-11.8;
7.65;-13.7;1.81;-11.8;
7.65;-13.6;1.81;-11.8;
7.66;-13.6;1.8;-11.8;
7.66;-13.6;1.79;-11.8;
7.66;-13.6;1.78;-11.8;
7.66;-13.6;1.78;-11.8;
7.66;-13.6;1.77;-11.8;
7.66;-13.6;1.76;-11.8;
7.66;-13.6;1.75;-11.8;
7.66;-13.6;1.74;-11.8;
7.66;-13.6;1.74;-11.8;
7.66;-13.6;1.73;-11.8;
7.67;-13.6;1.72;-11.8;
7.67;-13.6;1.71;-11.8;
7.67;-13.5;1.7;-11.8;
7.67;-13.5;1.7;-11.8;
7.67;-13.5;1.69;-11.8;
7.67;-13.5;1.68;-11.8;
7.67;-13.5;1.67;-11.8;
7.67;-13.5;1.66;-11.8;
7.67;-13.5;1.65;-11.8;
7.67;-13.5;1.64;-11.8;
7.68;-13.5;1.64;-11.8;
7.68;-13.5;1.63;-11.8;
7.68;-13.5;1.62;-11.8;
7.68;-13.5;1.61;-11.8;
7.68;-13.4;1.6;-11.8;
7.68;-13.4;1.59;-11.8;
7.68;-13.4;1.58;-11.8;
7.68;-13.4;1.57;-11.8;
7.68;-13.4;1.57;-11.8;
7.68;-13.4;1.56;-11.8;
7.69;-13.4;1.55;-11.8;
7.69;-13.4;1.54;-11.8;
7.69;-13.4;1.53;-11.8;
7.69;-13.4;1.52;-11.8;
7.69;-13.4;1.51;-11.8;
7.69;-13.3;1.5;-11.8;
7.69;-13.3;1.49;-11.8;
7.69;-13.3;1.48;-11.8;
7.69;-13.3;1.47;-11.8;
7.69;-13.3;1.46;-11.8;
7.7;-13.3;1.46;-11.8;
7.7;-13.3;1.45;-11.8;
7.7;-13.3;1.44;-11.8;
7.7;-13.3;1.43;-11.8;
7.7;-13.3;1.42;-11.8;
7.7;-13.3;1.41;-11.8;
7.7;-13.2;1.4;-11.8;
7.7;-13.2;1.39;-11.8;
7.7;-13.2;1.38;-11.8;
7.7;-13.2;1.37;-11.8;
7.71;-13.2;1.36;-11.8;
7.71;-13.2;1.35;-11.8;
7.71;-13.2;1.34;-11.8;
7.71;-13.2;1.33;-11.8;
7.71;-13.2;1.32;-11.8;
7.71;-13.2;1.31;-11.8;
7.71;-13.1;1.3;-11.8;
7.71;-13.1;1.29;-11.8;
7.71;-13.1;1.28;-11.8;
7.71;-13.1;1.28;-11.8;
7.72;-13.1;1.27;-11.8;
7.72;-13.1;1.26;-11.8;
7.72;-13.1;1.25;-11.8;
7.72;-13.1;1.24;-11.8;
7.72;-13.1;1.23;-11.8;
7.72;-13.1;1.22;-11.8;
7.72;-13;1.21;-11.8;
7.72;-13;1.2;-11.8;
7.72;-13;1.19;-11.8;
7.72;-13;1.18;-11.8;
7.73;-13;1.17;-11.8;
7.73;-13;1.16;-11.8;
7.73;-13;1.15;-11.8;
7.73;-13;1.14;-11.8;
7.73;-13;1.13;-11.8;
7.73;-13;1.12;-11.8;
7.73;-13;1.11;-11.8;
7.73;-12.9;1.1;-11.8;
7.73;-12.9;1.09;-11.8;
7.73;-12.9;1.08;-11.8;
7.74;-12.9;1.07;-11.8;
7.74;-12.9;1.06;-11.8;
7.74;-12.9;1.05;-11.8;
7.74;-12.9;1.05;-11.8;
7.74;-12.9;1.04;-11.8;
7.74;-12.9;1.03;-11.8;
7.74;-12.9;1.02;-11.8;
7.74;-12.8;1.01;-11.8;
7.74;-12.8;0.998;-11.8;
7.74;-12.8;0.989;-11.8;
7.75;-12.8;0.979;-11.8;
7.75;-12.8;0.97;-11.8;
7.75;-12.8;0.961;-11.8;
7.75;-12.8;0.951;-11.8;
7.75;-12.8;0.942;-11.8;
7.75;-12.8;0.933;-11.8;
7.75;-12.8;0.924;-11.8;
7.75;-12.8;0.914;-11.8;
7.75;-12.7;0.905;-11.8;
7.75;-12.7;0.896;-11.8;
7.76;-12.7;0.887;-11.8;
7.76;-12.7;0.878;-11.8;
7.76;-12.7;0.868;-11.8;
7.76;-12.7;0.859;-11.8;
7.76;-12.7;0.85;-11.8;
7.76;-12.7;0.841;-11.8;
7.76;-12.7;0.832;-11.8;
7.76;-12.7;0.823;-11.8;
7.76;-12.7;0.814;-11.8;
7.76;-12.6;0.806;-11.8;
7.77;-12.6;0.797;-11.8;
7.77;-12.6;0.788;-11.8;
7.77;-12.6;0.779;-11.8;
7.77;-12.6;0.77;-11.8;
7.77;-12.6;0.761;-11.8;
7.77;-12.6;0.753;-11.8;
7.77;-12.6;0.744;-11.8;
7.77;-12.6;0.735;-11.8;
7.77;-12.6;0.727;-11.8;
7.77;-12.6;0.718;-11.8;
7.78;-12.6;0.71;-11.8;
7.78;-12.5;0.701;-11.8;
7.78;-12.5;0.693;-11.8;
7.78;-12.5;0.684;-11.8;
7.78;-12.5;0.676;-11.8;
7.78;-12.5;0.667;-11.8;
7.78;-12.5;0.659;-11.8;
7.78;-12.5;0.651;-11.8;
7.78;-12.5;0.642;-11.8;
7.78;-12.5;0.634;-11.8;
7.79;-12.5;0.626;-11.8;
7.79;-12.5;0.618;-11.8;
7.79;-12.5;0.61;-11.8;
7.79;-12.4;0.602;-11.8;
7.79;-12.4;0.594;-11.8;
7.79;-12.4;0.586;-11.8;
7.79;-12.4;0.578;-11.8;
7.79;-12.4;0.57;-11.8;
7.79;-12.4;0.562;-11.8;
7.79;-12.4;0.554;-11.8;
7.8;-12.4;0.547;-11.8;
7.8;-12.4;0.539;-11.8;
7.8;-12.4;0.531;-11.8;
7.8;-12.4;0.524;-11.8;
7.8;-12.4;0.516;-11.8;
7.8;-12.4;0.508;-11.8;
7.8;-12.3;0.501;-11.8;
7.8;-12.3;0.494;-11.8;
7.8;-12.3;0.486;-11.8;
7.8;-12.3;0.479;-11.8;
7.81;-12.3;0.471;-11.8;
7.81;-12.3;0.464;-11.8;
7.81;-12.3;0.457;-11.8;
7.81;-12.3;0.45;-11.8;
7.81;-12.3;0.443;-11.8;
7.81;-12.3;0.436;-11.8;
7.81;-12.3;0.429;-11.8;
7.81;-12.3;0.422;-11.8;
7.81;-12.3;0.415;-11.8;
7.81;-12.2;0.408;-11.8;
7.82;-12.2;0.401;-11.8;
7.82;-12.2;0.394;-11.8;
7.82;-12.2;0.388;-11.8;
7.82;-12.2;0.381;-11.8;
7.82;-12.2;0.374;-11.8;
7.82;-12.2;0.368;-11.8;
7.82;-12.2;0.361;-11.8;
7.82;-12.2;0.355;-11.8;
7.82;-12.2;0.348;-11.8;
7.82;-12.2;0.342;-11.8;
7.83;-12.2;0.336;-11.8;
7.83;-12.2;0.329;-11.8;
7.83;-12.2;0.323;-11.8;
7.83;-12.2;0.317;-11.8;
7.83;-12.2;0.311;-11.8;
7.83;-12.1;0.305;-11.8;
7.83;-12.1;0.299;-11.8;
7.83;-12.1;0.293;-11.8;
7.83;-12.1;0.287;-11.8;
7.83;-12.1;0.281;-11.8;
7.84;-12.1;0.276;-11.8;
7.84;-12.1;0.27;-11.8;
7.84;-12.1;0.264;-11.8;
7.84;-12.1;0.259;-11.8;
7.84;-12.1;0.253;-11.8;
7.84;-12.1;0.248;-11.8;
7.84;-12.1;0.242;-11.8;
7.84;-12.1;0.237;-11.8;
7.84;-12.1;0.231;-11.8;
7.84;-12.1;0.226;-11.8;
7.85;-12.1;0.221;-11.8;
7.85;-12.1;0.216;-11.8;
7.85;-12.1;0.211;-11.8;
7.85;-12;0.206;-11.8;
7.85;-12;0.201;-11.8;
7.85;-12;0.196;-11.8;
7.85;-12;0.191;-11.8;
7.85;-12;0.186;-11.8;
7.85;-12;0.181;-11.8;
7.85;-12;0.177;-11.8;
7.86;-12;0.172;-11.8;
7.86;-12;0.167;-11.8;
7.86;-12;0.163;-11.8;
7.86;-12;0.158;-11.8;
7.86;-12;0.154;-11.8;
7.86;-12;0.15;-11.8;
7.86;-12;0.145;-11.8;
7.86;-12;0.141;-11.8;
7.86;-12;0.137;-11.8;
7.86;-12;0.133;-11.8;
7.87;-12;0.129;-11.8;
7.87;-12;0.125;-11.8;
7.87;-12;0.121;-11.8;
7.87;-12;0.117;-11.8;
7.87;-12;0.113;-11.8;
7.87;-12;0.11;-11.8;
7.87;-11.9;0.106;-11.8;
7.87;-11.9;0.102;-11.8;
7.87;-11.9;0.0989;-11.8;
7.87;-11.9;0.0954;-11.8;
7.88;-11.9;0.092;-11.8;
7.88;-11.9;0.0886;-11.8;
7.88;-11.9;0.0853;-11.8;
7.88;-11.9;0.0821;-11.8;
7.88;-11.9;0.0789;-11.8;
7.88;-11.9;0.0758;-11.8;
7.88;-11.9;0.0727;-11.8;
7.88;-11.9;0.0697;-11.8;
7.88;-11.9;0.0668;-11.8;
7.88;-11.9;0.0639;-11.8;
7.89;-11.9;0.0611;-11.8;
7.89;-11.9;0.0583;-11.8;
7.89;-11.9;0.0557;-11.8;
7.89;-11.9;0.053;-11.8;
7.89;-11.9;0.0505;-11.8;
7.89;-11.9;0.048;-11.8;
7.89;-11.9;0.0455;-11.8;
7.89;-11.9;0.0432;-11.8;
7.89;-11.9;0.0409;-11.8;
7.89;-11.9;0.0386;-11.8;
7.9;-11.9;0.0364;-11.8;
7.9;-11.9;0.0343;-11.8;
7.9;-11.9;0.0323;-11.8;
7.9;-11.9;0.0303;-11.8;
7.9;-11.9;0.0283;-11.8;
7.9;-11.9;0.0265;-11.8;
7.9;-11.9;0.0247;-11.8;
7.9;-11.9;0.0229;-11.8;
7.9;-11.9;0.0212;-11.8;
7.9;-11.9;0.0196;-11.8;
7.91;-11.9;0.0181;-11.8;
7.91;-11.9;0.0166;-11.8;
7.91;-11.9;0.0152;-11.8;
7.91;-11.9;0.0138;-11.8;
7.91;-11.9;0.0125;-11.8;
7.91;-11.9;0.0113;-11.8;
7.91;-11.9;0.0101;-11.8;
7.91;-11.9;0.00903;-11.8;
7.91;-11.8;0.00799;-11.8;
7.91;-11.8;0.00701;-11.8;
7.92;-11.8;0.0061;-11.8;
7.92;-11.8;0.00525;-11.8;
7.92;-11.8;0.00447;-11.8;
7.92;-11.8;0.00375;-11.8;
7.92;-11.8;0.0031;-11.8;
7.92;-11.8;0.00251;-11.8;
7.92;-11.8;0.00198;-11.8;
7.92;-11.8;0.00152;-11.8;
7.92;-11.8;0.00112;-11.8;
7.92;-11.8;0.000785;-11.8;
7.93;-11.8;0.000515;-11.8;
7.93;-11.8;0.000309;-11.8;
7.93;-11.8;0.000167;-11.8;
7.93;-11.8;8.94e-05;-11.8;
7.93;-11.8;7.6e-05;-11.8;
7.93;-11.8;0.000127;-11.8;
7.93;-11.8;0.000242;-11.8;
7.93;-11.8;0.000421;-11.8;
7.93;-11.8;0.000664;-11.8;
7.93;-11.8;0.000971;-11.8;
7.94;-11.8;0.00134;-11.8;
7.94;-11.8;0.00178;-11.8;
7.94;-11.8;0.00228;-11.8;
7.94;-11.8;0.00284;-11.8;
7.94;-11.8;0.00347;-11.8;
7.94;-11.8;0.00416;-11.8;
7.94;-11.8;0.00492;-11.8;
7.94;-11.8;0.00574;-11.8;
7.94;-11.8;0.00662;-11.8;
7.94;-11.8;0.00757;-11.8;
7.95;-11.9;0.00858;-11.8;
7.95;-11.9;0.00966;-11.8;
7.95;-11.9;0.0108;-11.8;
7.95;-11.9;0.012;-11.8;
7.95;-11.9;0.0133;-11.8;
7.95;-11.9;0.0146;-11.8;
7.95;-11.9;0.016;-11.8;
7.95;-11.9;0.0175;-11.8;
7.95;-11.9;0.019;-11.8;
7.95;-11.9;0.0206;-11.8;
7.96;-11.9;0.0222;-11.8;
7.96;-11.9;0.0239;-11.8;
7.96;-11.9;0.0257;-11.8;
7.96;-11.9;0.0275;-11.8;
7.96;-11.9;0.0295;-11.8;
7.96;-11.9;0.0314;-11.8;
7.96;-11.9;0.0334;-11.8;
7.96;-11.9;0.0355;-11.8;
7.96;-11.9;0.0377;-11.8;
7.96;-11.9;0.0399;-11.8;
7.97;-11.9;0.0422;-11.8;
7.97;-11.9;0.0445;-11.8;
7.97;-11.9;0.047;-11.8;
7.97;-11.9;0.0494;-11.8;
7.97;-11.9;0.052;-11.8;
7.97;-11.9;0.0546;-11.8;
7.97;-11.9;0.0572;-11.8;
7.97;-11.9;0.0599;-11.8;
7.97;-11.9;0.0627;-11.8;
7.97;-11.9;0.0656;-11.8;
7.98;-11.9;0.0685;-11.8;
7.98;-11.9;0.0715;-11.8;
7.98;-11.9;0.0745;-11.8;
7.98;-11.9;0.0776;-11.8;
7.98;-11.9;0.0807;-11.8;
7.98;-11.9;0.084;-11.8;
7.98;-11.9;0.0872;-11.8;
7.98;-11.9;0.0906;-11.8;
7.98;-11.9;0.094;-11.8;
7.98;-11.9;0.0975;-11.8;
7.99;-11.9;0.101;-11.8;
7.99;-11.9;0.105;-11.8;
7.99;-11.9;0.108;-11.8;
7.99;-12;0.112;-11.8;
7.99;-12;0.116;-11.8;
7.99;-12;0.12;-11.8;
7.99;-12;0.123;-11.8;
7.99;-12;0.127;-11.8;
7.99;-12;0.131;-11.8;
7.99;-12;0.135;-11.8;
8;-12;0.14;-11.8;
8;-12;0.144;-11.8;
8;-12;0.148;-11.8;
8;-12;0.152;-11.8;
8;-12;0.157;-11.8;
8;-12;0.161;-11.8;
8;-12;0.166;-11.8;
8;-12;0.17;-11.8;
8;-12;0.175;-11.8;
8;-12;0.179;-11.8;
8.01;-12;0.184;-11.8;
8.01;-12;0.189;-11.8;
8.01;-12;0.194;-11.8;
8.01;-12;0.199;-11.8;
8.01;-12;0.204;-11.8;
8.01;-12.1;0.209;-11.8;
8.01;-12.1;0.214;-11.8;
8.01;-12.1;0.219;-11.8;
8.01;-12.1;0.224;-11.8;
8.01;-12.1;0.229;-11.8;
8.02;-12.1;0.235;-11.8;
8.02;-12.1;0.24;-11.8;
8.02;-12.1;0.245;-11.8;
8.02;-12.1;0.251;-11.8;
8.02;-12.1;0.256;-11.8;
8.02;-12.1;0.262;-11.8;
8.02;-12.1;0.268;-11.8;
8.02;-12.1;0.273;-11.8;
8.02;-12.1;0.279;-11.8;
8.02;-12.1;0.285;-11.8;
8.03;-12.1;0.291;-11.8;
8.03;-12.1;0.297;-11.8;
8.03;-12.1;0.303;-11.8;
8.03;-12.2;0.309;-11.8;
8.03;-12.2;0.315;-11.8;
8.03;-12.2;0.321;-11.8;
8.03;-12.2;0.327;-11.8;
8.03;-12.2;0.333;-11.8;
8.03;-12.2;0.34;-11.8;
8.03;-12.2;0.346;-11.8;
8.04;-12.2;0.352;-11.8;
8.04;-12.2;0.359;-11.8;
8.04;-12.2;0.365;-11.8;
8.04;-12.2;0.372;-11.8;
8.04;-12.2;0.378;-11.8;
8.04;-12.2;0.385;-11.8;
8.04;-12.2;0.392;-11.8;
8.04;-12.2;0.399;-11.8;
8.04;-12.2;0.405;-11.8;
8.04;-12.3;0.412;-11.8;
8.05;-12.3;0.419;-11.8;
8.05;-12.3;0.426;-11.8;
8.05;-12.3;0.433;-11.8;
8.05;-12.3;0.44;-11.8;
8.05;-12.3;0.447;-11.8;
8.05;-12.3;0.454;-11.8;
8.05;-12.3;0.462;-11.8;
8.05;-12.3;0.469;-11.8;
8.05;-12.3;0.476;-11.8;
8.05;-12.3;0.484;-11.8;
8.06;-12.3;0.491;-11.8;
8.06;-12.3;0.498;-11.8;
8.06;-12.3;0.506;-11.8;
8.06;-12.4;0.513;-11.8;
8.06;-12.4;0.521;-11.8;
8.06;-12.4;0.529;-11.8;
8.06;-12.4;0.536;-11.8;
8.06;-12.4;0.544;-11.8;
8.06;-12.4;0.552;-11.8;
8.06;-12.4;0.56;-11.8;
8.07;-12.4;0.567;-11.8;
8.07;-12.4;0.575;-11.8;
8.07;-12.4;0.583;-11.8;
8.07;-12.4;0.591;-11.8;
8.07;-12.4;0.599;-11.8;
8.07;-12.4;0.607;-11.8;
8.07;-12.5;0.615;-11.8;
8.07;-12.5;0.624;-11.8;
8.07;-12.5;0.632;-11.8;
8.07;-12.5;0.64;-11.8;
8.08;-12.5;0.648;-11.8;
8.08;-12.5;0.657;-11.8;
8.08;-12.5;0.665;-11.8;
8.08;-12.5;0.673;-11.8;
8.08;-12.5;0.682;-11.8;
8.08;-12.5;0.69;-11.8;
8.08;-12.5;0.699;-11.8;
8.08;-12.5;0.707;-11.8;
8.08;-12.6;0.716;-11.8;
8.08;-12.6;0.724;-11.8;
8.09;-12.6;0.733;-11.8;
8.09;-12.6;0.742;-11.8;
8.09;-12.6;0.75;-11.8;
8.09;-12.6;0.759;-11.8;
8.09;-12.6;0.768;-11.8;
8.09;-12.6;0.777;-11.8;
8.09;-12.6;0.786;-11.8;
8.09;-12.6;0.794;-11.8;
8.09;-12.6;0.803;-11.8;
8.09;-12.7;0.812;-11.8;
8.1;-12.7;0.821;-11.8;
8.1;-12.7;0.83;-11.8;
8.1;-12.7;0.839;-11.8;
8.1;-12.7;0.848;-11.8;
8.1;-12.7;0.857;-11.8;
8.1;-12.7;0.866;-11.8;
8.1;-12.7;0.876;-11.8;
8.1;-12.7;0.885;-11.8;
8.1;-12.7;0.894;-11.8;
8.1;-12.7;0.903;-11.8;
8.11;-12.8;0.912;-11.8;
8.11;-12.8;0.922;-11.8;
8.11;-12.8;0.931;-11.8;
8.11;-12.8;0.94;-11.8;
8.11;-12.8;0.95;-11.8;
8.11;-12.8;0.959;-11.8;
8.11;-12.8;0.968;-11.8;
8.11;-12.8;0.978;-11.8;
8.11;-12.8;0.987;-11.8;
8.11;-12.8;0.996;-11.8;
8.12;-12.8;1.01;-11.8;
8.12;-12.9;1.02;-11.8;
8.12;-12.9;1.02;-11.8;
8.12;-12.9;1.03;-11.8;
8.12;-12.9;1.04;-11.8;
8.12;-12.9;1.05;-11.8;
8.12;-12.9;1.06;-11.8;
8.12;-12.9;1.07;-11.8;
8.12;-12.9;1.08;-11.8;
8.12;-12.9;1.09;-11.8;
8.13;-12.9;1.1;-11.8;
8.13;-13;1.11;-11.8;
8.13;-13;1.12;-11.8;
8.13;-13;1.13;-11.8;
8.13;-13;1.14;-11.8;
8.13;-13;1.15;-11.8;
8.13;-13;1.16;-11.8;
8.13;-13;1.17;-11.8;
8.13;-13;1.18;-11.8;
8.13;-13;1.19;-11.8;
8.14;-13;1.2;-11.8;
8.14;-13;1.21;-11.8;
8.14;-13.1;1.22;-11.8;
